,index,Season,seasonStart,seasonEnd,team,opposition,result,ho/Aw,date,teamPoints,team_form_2games,team_form_3games,team_form_4games,team_form_5games,opp_form_2games,opp_form_3games,opp_form_4games,opp_form_5games,diff_2_game_form,diff_3_game_form,diff_4_game_form,diff_5_game_form,ho/Aw_binary,py_T_Leag_Pos,py_O_Leag_Pos,leagueDifference,monthNumber
3427,3427,2017-18,2017,2018,Bournemouth,Brighton,Draw,Away,2018-01-01,1,4,4,4,4,1,4,5,5,3,0,-1,-1,0,9.0,21.0,-12.0,6
3428,3428,2017-18,2017,2018,Bournemouth,Arsenal,Win,Home,2018-01-14,3,4,5,5,5,2,5,6,9,2,0,-1,-4,1,9.0,5.0,4.0,6
3429,3429,2017-18,2017,2018,Bournemouth,West Ham,Draw,Away,2018-01-20,1,4,7,8,8,4,7,8,8,0,0,0,0,0,9.0,11.0,-2.0,6
3430,3430,2017-18,2017,2018,Bournemouth,Chelsea,Win,Away,2018-01-31,3,4,5,8,9,4,5,8,11,0,0,0,-2,0,9.0,1.0,8.0,6
3431,3431,2017-18,2017,2018,Bournemouth,Stoke,Win,Home,2018-02-03,3,4,7,8,11,4,4,4,4,0,3,4,7,1,9.0,13.0,-4.0,7
3432,3432,2017-18,2017,2018,Bournemouth,Huddersfield,Loss,Away,2018-02-11,0,6,7,10,11,0,0,0,0,6,7,10,11,0,9.0,21.0,-12.0,7
3433,3433,2017-18,2017,2018,Bournemouth,Newcastle,Draw,Home,2018-02-24,1,3,6,7,10,4,5,5,6,-1,1,2,4,1,9.0,21.0,-12.0,7
3434,3434,2017-18,2017,2018,Bournemouth,Leicester,Draw,Away,2018-03-03,1,1,4,7,8,1,2,2,5,0,2,5,3,0,9.0,12.0,-3.0,8
3435,3435,2017-18,2017,2018,Bournemouth,Tottenham,Loss,Home,2018-03-11,0,2,2,5,8,6,9,10,13,-4,-7,-5,-5,1,9.0,2.0,7.0,8
3436,3436,2017-18,2017,2018,Bournemouth,West Brom,Win,Home,2018-03-17,3,1,2,2,5,0,0,0,0,1,2,2,5,1,9.0,10.0,-1.0,8
3437,3437,2017-18,2017,2018,Bournemouth,Watford,Draw,Away,2018-03-31,1,3,4,5,5,0,3,6,6,3,1,-1,-1,0,9.0,17.0,-8.0,8
3438,3438,2017-18,2017,2018,Bournemouth,Crystal Palace,Draw,Home,2018-04-07,1,4,4,5,6,3,3,3,3,1,1,2,3,1,9.0,14.0,-5.0,9
3439,3439,2017-18,2017,2018,Bournemouth,Liverpool,Loss,Away,2018-04-14,0,2,5,5,6,4,7,7,10,-2,-2,-2,-4,0,9.0,4.0,5.0,9
3440,3440,2017-18,2017,2018,Bournemouth,Man United,Loss,Home,2018-04-18,0,1,2,5,5,3,6,9,12,-2,-4,-4,-7,1,9.0,6.0,3.0,9
3441,3441,2017-18,2017,2018,Bournemouth,Southampton,Loss,Away,2018-04-28,0,0,1,2,5,1,1,1,1,-1,0,1,4,0,9.0,8.0,1.0,9
3442,3442,2017-18,2017,2018,Bournemouth,Swansea,Win,Home,2018-05-05,3,0,0,1,2,0,1,2,2,0,-1,-1,0,1,9.0,15.0,-6.0,10
3443,3443,2017-18,2017,2018,Bournemouth,Burnley,Win,Away,2018-05-13,3,3,3,3,4,1,2,2,5,2,1,1,-1,0,9.0,16.0,-7.0,10
3444,3444,1999-00,1999,2000,Bradford,Middlesbrough,Win,Away,1999-08-07,3,0,0,0,0,0,1,1,4,0,-1,-1,-4,0,21.0,9.0,12.0,1
3445,3445,1999-00,1999,2000,Bradford,Sheffield Weds,Draw,Home,1999-08-14,1,3,3,3,3,0,3,6,6,3,0,-3,-3,1,21.0,12.0,9.0,1
3446,3446,1999-00,1999,2000,Bradford,Watford,Loss,Away,1999-08-21,0,4,4,4,4,3,3,3,3,1,1,1,1,0,21.0,21.0,0.0,1
3447,3447,1999-00,1999,2000,Bradford,Arsenal,Loss,Away,1999-08-25,0,1,4,4,4,1,4,7,10,0,0,-3,-6,0,21.0,2.0,19.0,1
3448,3448,1999-00,1999,2000,Bradford,West Ham,Loss,Home,1999-08-28,0,0,1,4,4,4,7,10,10,-4,-6,-6,-6,1,21.0,5.0,16.0,1
3449,3449,1999-00,1999,2000,Bradford,Tottenham,Draw,Home,1999-09-12,1,0,0,1,4,3,6,9,9,-3,-6,-8,-5,1,21.0,11.0,10.0,2
3450,3450,1999-00,1999,2000,Bradford,Aston Villa,Loss,Away,1999-09-18,0,1,1,1,2,3,6,6,7,-2,-5,-5,-5,0,21.0,6.0,15.0,2
3451,3451,1999-00,1999,2000,Bradford,Derby,Win,Away,1999-09-25,3,1,1,1,1,1,4,7,7,0,-3,-6,-6,0,21.0,8.0,13.0,2
3452,3452,1999-00,1999,2000,Bradford,Sunderland,Loss,Home,1999-10-02,0,3,4,4,4,6,9,10,13,-3,-5,-6,-9,1,21.0,21.0,0.0,3
3453,3453,1999-00,1999,2000,Bradford,Wimbledon,Loss,Away,1999-10-16,0,3,3,4,4,1,2,3,3,2,1,1,1,0,21.0,16.0,5.0,3
3454,3454,1999-00,1999,2000,Bradford,Leicester,Win,Home,1999-10-23,3,0,3,3,4,6,9,10,10,-6,-6,-7,-6,1,21.0,10.0,11.0,3
3455,3455,1999-00,1999,2000,Bradford,Liverpool,Loss,Away,1999-11-01,0,3,3,6,6,4,7,8,8,-1,-4,-2,-2,0,21.0,7.0,14.0,4
3456,3456,1999-00,1999,2000,Bradford,Coventry,Draw,Home,1999-11-06,1,3,3,3,6,4,7,8,11,-1,-4,-5,-5,1,21.0,15.0,6.0,4
3457,3457,1999-00,1999,2000,Bradford,Leeds,Loss,Away,1999-11-20,0,1,4,4,4,3,4,7,10,-2,0,-3,-6,0,21.0,4.0,17.0,4
3458,3458,1999-00,1999,2000,Bradford,Chelsea,Loss,Away,1999-11-28,0,1,1,4,4,2,2,2,2,-1,-1,2,2,0,21.0,3.0,18.0,4
3459,3459,1999-00,1999,2000,Bradford,Middlesbrough,Draw,Home,1999-12-04,1,0,1,1,4,1,2,5,8,-1,-1,-4,-4,1,21.0,9.0,12.0,5
3460,3460,1999-00,1999,2000,Bradford,Newcastle,Win,Home,1999-12-18,3,1,1,2,2,6,7,8,9,-5,-6,-6,-7,1,21.0,13.0,8.0,5
3461,3461,1999-00,1999,2000,Bradford,Man United,Loss,Away,1999-12-26,0,4,4,4,5,6,9,12,15,-2,-5,-8,-10,0,21.0,1.0,20.0,5
3462,3462,1999-00,1999,2000,Bradford,Everton,Draw,Home,1999-12-28,1,3,4,4,4,6,6,7,8,-3,-2,-3,-4,1,21.0,14.0,7.0,5
3463,3463,1999-00,1999,2000,Bradford,Southampton,Loss,Away,2000-01-03,0,1,4,5,5,0,0,1,1,1,4,4,4,0,21.0,17.0,4.0,6
3464,3464,1999-00,1999,2000,Bradford,Chelsea,Draw,Home,2000-01-08,1,1,1,4,5,4,7,7,7,-3,-6,-3,-2,1,21.0,3.0,18.0,6
3465,3465,1999-00,1999,2000,Bradford,Sheffield Weds,Loss,Away,2000-01-15,0,1,2,2,5,1,4,4,4,0,-2,-2,1,0,21.0,12.0,9.0,6
3466,3466,1999-00,1999,2000,Bradford,Watford,Win,Home,2000-01-22,3,1,1,2,2,0,3,3,3,1,-2,-1,-1,1,21.0,21.0,0.0,6
3467,3467,1999-00,1999,2000,Bradford,Arsenal,Win,Home,2000-02-05,3,3,4,4,5,4,5,8,8,-1,-1,-4,-3,1,21.0,2.0,19.0,7
3468,3468,1999-00,1999,2000,Bradford,West Ham,Loss,Away,2000-02-12,0,6,6,7,7,3,4,5,6,3,2,2,1,0,21.0,5.0,16.0,7
3469,3469,1999-00,1999,2000,Bradford,Aston Villa,Draw,Home,2000-02-26,1,3,6,6,7,6,7,8,11,-3,-1,-2,-4,1,21.0,6.0,15.0,7
3470,3470,1999-00,1999,2000,Bradford,Tottenham,Draw,Away,2000-03-04,1,1,4,7,7,3,3,3,4,-2,1,4,3,0,21.0,11.0,10.0,8
3471,3471,1999-00,1999,2000,Bradford,Leeds,Loss,Home,2000-03-12,0,2,2,5,8,4,4,7,7,-2,-2,-2,1,1,21.0,4.0,17.0,8
3472,3472,1999-00,1999,2000,Bradford,Coventry,Loss,Away,2000-03-18,0,1,2,2,5,3,3,3,3,-2,-1,-1,2,0,21.0,15.0,6.0,8
3473,3473,1999-00,1999,2000,Bradford,Man United,Loss,Home,2000-03-25,0,0,1,2,2,6,7,8,11,-6,-6,-6,-9,1,21.0,1.0,20.0,8
3474,3474,1999-00,1999,2000,Bradford,Newcastle,Loss,Away,2000-04-01,0,0,0,1,2,3,6,6,9,-3,-6,-5,-7,0,21.0,13.0,8.0,9
3475,3475,1999-00,1999,2000,Bradford,Southampton,Loss,Home,2000-04-08,0,0,0,0,1,1,4,4,4,-1,-4,-4,-3,1,21.0,17.0,4.0,9
3476,3476,1999-00,1999,2000,Bradford,Everton,Loss,Away,2000-04-15,0,0,0,0,0,4,4,4,4,-4,-4,-4,-4,0,21.0,14.0,7.0,9
3477,3477,1999-00,1999,2000,Bradford,Derby,Draw,Home,2000-04-21,1,0,0,0,0,1,4,4,4,-1,-4,-4,-4,1,21.0,8.0,13.0,9
3478,3478,1999-00,1999,2000,Bradford,Sunderland,Win,Away,2000-04-24,3,1,1,1,1,3,6,9,12,-2,-5,-8,-11,0,21.0,21.0,0.0,9
3479,3479,1999-00,1999,2000,Bradford,Wimbledon,Win,Home,2000-04-30,3,4,4,4,4,0,0,0,0,4,4,4,4,1,21.0,16.0,5.0,9
3480,3480,1999-00,1999,2000,Bradford,Leicester,Loss,Away,2000-05-06,0,6,7,7,7,6,7,7,10,0,0,0,-3,0,21.0,10.0,11.0,10
3481,3481,1999-00,1999,2000,Bradford,Liverpool,Win,Home,2000-05-14,3,3,6,7,7,1,1,2,5,2,5,5,2,1,21.0,7.0,14.0,10
3482,3482,2000-01,2000,2001,Bradford,Liverpool,Loss,Away,2000-08-19,0,3,6,9,10,1,1,1,2,2,5,8,8,0,17.0,4.0,13.0,1
3483,3483,2000-01,2000,2001,Bradford,Chelsea,Win,Home,2000-08-22,3,3,3,6,9,6,6,9,9,-3,-3,-3,0,1,17.0,5.0,12.0,1
3484,3484,2000-01,2000,2001,Bradford,Leicester,Draw,Home,2000-08-26,1,3,6,6,9,4,4,7,10,-1,2,-1,-1,1,17.0,8.0,9.0,1
3485,3485,2000-01,2000,2001,Bradford,Man United,Loss,Away,2000-09-05,0,4,4,7,7,2,5,8,11,2,-1,-1,-4,0,17.0,1.0,16.0,2
3486,3486,2000-01,2000,2001,Bradford,Arsenal,Draw,Home,2000-09-09,1,1,4,4,7,4,7,7,7,-3,-3,-3,0,1,17.0,2.0,15.0,2
3487,3487,2000-01,2000,2001,Bradford,Aston Villa,Loss,Away,2000-09-16,0,1,2,5,5,3,4,5,5,-2,-2,0,0,0,17.0,6.0,11.0,2
3488,3488,2000-01,2000,2001,Bradford,Southampton,Loss,Home,2000-09-23,0,1,1,2,5,3,4,5,5,-2,-3,-3,0,1,17.0,15.0,2.0,2
3489,3489,2000-01,2000,2001,Bradford,West Ham,Draw,Away,2000-09-30,1,0,1,1,2,4,4,5,6,-4,-3,-4,-4,0,17.0,9.0,8.0,2
3490,3490,2000-01,2000,2001,Bradford,Man City,Loss,Away,2000-10-14,0,1,1,2,2,1,2,2,5,0,-1,0,-3,0,17.0,21.0,-4.0,3
3491,3491,2000-01,2000,2001,Bradford,Ipswich,Loss,Home,2000-10-21,0,1,1,1,2,4,5,8,8,-3,-4,-7,-6,1,17.0,21.0,-4.0,3
3492,3492,2000-01,2000,2001,Bradford,Leeds,Draw,Home,2000-10-29,1,0,1,1,1,3,6,7,7,-3,-5,-6,-6,1,17.0,3.0,14.0,3
3493,3493,2000-01,2000,2001,Bradford,Charlton,Loss,Away,2000-11-04,0,1,1,2,2,3,3,4,7,-2,-2,-2,-5,0,17.0,21.0,-4.0,4
3494,3494,2000-01,2000,2001,Bradford,Everton,Loss,Home,2000-11-11,0,1,1,1,2,0,3,4,4,1,-2,-3,-2,1,17.0,13.0,4.0,4
3495,3495,2000-01,2000,2001,Bradford,Derby,Loss,Away,2000-11-18,0,0,1,1,1,2,2,2,2,-2,-1,-1,-1,0,17.0,16.0,1.0,4
3496,3496,2000-01,2000,2001,Bradford,Middlesbrough,Draw,Away,2000-11-25,1,0,0,1,1,0,0,0,0,0,0,1,1,0,17.0,12.0,5.0,4
3497,3497,2000-01,2000,2001,Bradford,Coventry,Win,Home,2000-12-02,3,1,1,1,2,1,1,1,1,0,0,0,1,1,17.0,14.0,3.0,5
3498,3498,2000-01,2000,2001,Bradford,Tottenham,Draw,Home,2000-12-09,1,4,4,4,4,3,6,6,9,1,-2,-2,-5,1,17.0,10.0,7.0,5
3499,3499,2000-01,2000,2001,Bradford,Newcastle,Loss,Away,2000-12-16,0,4,5,5,5,1,4,4,5,3,1,1,0,0,17.0,11.0,6.0,5
3500,3500,2000-01,2000,2001,Bradford,Chelsea,Loss,Away,2000-12-23,0,1,4,5,5,3,6,6,6,-2,-2,-1,-1,0,17.0,5.0,12.0,5
3501,3501,2000-01,2000,2001,Bradford,Sunderland,Loss,Home,2000-12-26,0,0,1,4,5,3,6,9,12,-3,-5,-5,-7,1,17.0,7.0,10.0,5
3502,3502,2000-01,2000,2001,Bradford,Leicester,Win,Away,2001-01-01,3,0,0,1,4,3,6,6,9,-3,-6,-5,-5,0,17.0,8.0,9.0,6
3503,3503,2000-01,2000,2001,Bradford,Man United,Loss,Home,2001-01-13,0,3,3,3,4,4,7,10,10,-1,-4,-7,-6,1,17.0,1.0,16.0,6
3504,3504,2000-01,2000,2001,Bradford,Sunderland,Draw,Away,2001-01-21,1,3,3,3,3,6,7,10,13,-3,-4,-7,-10,0,17.0,7.0,10.0,6
3505,3505,2000-01,2000,2001,Bradford,Arsenal,Loss,Away,2001-01-30,0,1,4,4,4,2,2,3,6,-1,2,1,-2,0,17.0,2.0,15.0,6
3506,3506,2000-01,2000,2001,Bradford,Aston Villa,Loss,Home,2001-02-03,0,1,1,4,4,0,0,0,0,1,1,4,4,1,17.0,6.0,11.0,7
3507,3507,2000-01,2000,2001,Bradford,Southampton,Loss,Away,2001-02-10,0,0,1,1,4,4,5,5,8,-4,-4,-4,-4,0,17.0,15.0,2.0,7
3508,3508,2000-01,2000,2001,Bradford,West Ham,Loss,Home,2001-02-24,0,0,0,1,1,1,2,3,3,-1,-2,-2,-2,1,17.0,9.0,8.0,7
3509,3509,2000-01,2000,2001,Bradford,Ipswich,Loss,Away,2001-03-04,0,0,0,0,1,3,3,3,6,-3,-3,-3,-5,0,17.0,21.0,-4.0,8
3510,3510,2000-01,2000,2001,Bradford,Man City,Draw,Home,2001-03-17,1,0,0,0,0,3,3,4,5,-3,-3,-4,-5,1,17.0,21.0,-4.0,8
3511,3511,2000-01,2000,2001,Bradford,Newcastle,Draw,Home,2001-03-31,1,1,1,1,1,1,1,1,1,0,0,0,0,1,17.0,11.0,6.0,8
3512,3512,2000-01,2000,2001,Bradford,Tottenham,Loss,Away,2001-04-10,0,2,2,2,2,3,3,3,6,-1,-1,-1,-4,0,17.0,10.0,7.0,9
3513,3513,2000-01,2000,2001,Bradford,Charlton,Win,Home,2001-04-13,3,1,2,2,2,3,3,4,5,-2,-1,-2,-3,1,17.0,21.0,-4.0,9
3514,3514,2000-01,2000,2001,Bradford,Derby,Win,Home,2001-04-21,3,3,4,5,5,3,3,3,4,0,1,2,1,1,17.0,16.0,1.0,9
3515,3515,2000-01,2000,2001,Bradford,Everton,Loss,Away,2001-04-28,0,6,6,7,8,0,0,3,6,6,6,4,2,0,17.0,13.0,4.0,9
3516,3516,2000-01,2000,2001,Bradford,Liverpool,Loss,Home,2001-05-01,0,3,6,6,7,6,9,9,10,-3,-3,-3,-3,1,17.0,4.0,13.0,10
3517,3517,2000-01,2000,2001,Bradford,Middlesbrough,Draw,Home,2001-05-05,1,0,3,6,6,3,3,6,7,-3,0,0,-1,1,17.0,12.0,5.0,10
3518,3518,2000-01,2000,2001,Bradford,Leeds,Loss,Away,2001-05-13,0,1,1,4,7,3,6,9,12,-2,-5,-5,-5,0,17.0,3.0,14.0,10
3519,3519,2000-01,2000,2001,Bradford,Coventry,Draw,Away,2001-05-19,1,1,1,1,4,0,0,3,3,1,1,-2,1,0,17.0,14.0,3.0,10
3520,3520,2017-18,2017,2018,Brighton,Man City,Loss,Home,2017-08-12,0,0,0,0,0,6,9,12,13,-6,-9,-12,-13,1,21.0,3.0,18.0,1
3521,3521,2017-18,2017,2018,Brighton,Leicester,Loss,Away,2017-08-19,0,0,0,0,0,1,1,1,4,-1,-1,-1,-4,0,21.0,12.0,9.0,1
3522,3522,2017-18,2017,2018,Brighton,Watford,Draw,Away,2017-08-26,1,0,0,0,0,4,4,4,4,-4,-4,-4,-4,0,21.0,17.0,4.0,1
3523,3523,2017-18,2017,2018,Brighton,West Brom,Win,Home,2017-09-09,3,1,1,1,1,4,7,7,7,-3,-6,-6,-6,1,21.0,10.0,11.0,2
3524,3524,2017-18,2017,2018,Brighton,Bournemouth,Loss,Away,2017-09-15,0,4,4,4,4,0,0,0,1,4,4,4,3,0,21.0,9.0,12.0,2
3525,3525,2017-18,2017,2018,Brighton,Newcastle,Win,Home,2017-09-24,3,3,4,4,4,6,9,9,9,-3,-5,-5,-5,1,21.0,21.0,0.0,2
3526,3526,2017-18,2017,2018,Brighton,Arsenal,Loss,Away,2017-10-01,0,3,6,7,7,4,7,7,7,-1,-1,0,0,0,21.0,5.0,16.0,3
3527,3527,2017-18,2017,2018,Brighton,Everton,Draw,Home,2017-10-15,1,3,3,6,7,3,3,3,3,0,0,3,4,1,21.0,7.0,14.0,3
3528,3528,2017-18,2017,2018,Brighton,West Ham,Win,Away,2017-10-20,3,1,4,4,7,4,4,5,8,-3,0,-1,-1,0,21.0,11.0,10.0,3
3529,3529,2017-18,2017,2018,Brighton,Southampton,Draw,Home,2017-10-29,1,4,4,7,7,4,4,4,7,0,0,3,0,1,21.0,8.0,13.0,3
3530,3530,2017-18,2017,2018,Brighton,Swansea,Win,Away,2017-11-04,3,4,5,5,8,0,3,3,3,4,2,2,5,0,21.0,15.0,6.0,4
3531,3531,2017-18,2017,2018,Brighton,Stoke,Draw,Home,2017-11-20,1,4,7,8,8,4,4,4,7,0,3,4,1,1,21.0,13.0,8.0,4
3532,3532,2017-18,2017,2018,Brighton,Man United,Loss,Away,2017-11-25,0,4,5,8,9,3,6,6,7,1,-1,2,2,0,21.0,6.0,15.0,4
3533,3533,2017-18,2017,2018,Brighton,Crystal Palace,Draw,Home,2017-11-28,1,1,4,5,8,4,4,5,5,-3,0,0,3,1,21.0,14.0,7.0,4
3534,3534,2017-18,2017,2018,Brighton,Liverpool,Loss,Home,2017-12-02,0,1,2,5,6,4,7,10,13,-3,-5,-5,-7,1,21.0,4.0,17.0,5
3535,3535,2017-18,2017,2018,Brighton,Huddersfield,Loss,Away,2017-12-09,0,1,1,2,5,0,0,0,3,1,1,2,2,0,21.0,21.0,0.0,5
3536,3536,2017-18,2017,2018,Brighton,Tottenham,Loss,Away,2017-12-13,0,0,1,1,2,4,4,5,5,-4,-3,-4,-3,0,21.0,2.0,19.0,5
3537,3537,2017-18,2017,2018,Brighton,Burnley,Draw,Home,2017-12-16,1,0,0,1,1,6,6,9,9,-6,-6,-8,-8,1,21.0,16.0,5.0,5
3538,3538,2017-18,2017,2018,Brighton,Watford,Win,Home,2017-12-23,3,1,1,1,2,0,0,1,1,1,1,0,1,1,21.0,17.0,4.0,5
3539,3539,2017-18,2017,2018,Brighton,Chelsea,Loss,Away,2017-12-26,0,4,4,4,4,4,7,7,10,0,-3,-3,-6,0,21.0,1.0,20.0,5
3540,3540,2017-18,2017,2018,Brighton,Newcastle,Draw,Away,2017-12-30,1,3,4,4,4,3,3,3,3,0,1,1,1,0,21.0,21.0,0.0,5
3541,3541,2017-18,2017,2018,Brighton,Bournemouth,Draw,Home,2018-01-01,1,1,4,5,5,4,4,4,4,-3,0,1,1,1,21.0,9.0,12.0,6
3542,3542,2017-18,2017,2018,Brighton,West Brom,Loss,Away,2018-01-13,0,2,2,5,6,1,2,2,2,1,0,3,4,0,21.0,10.0,11.0,6
3543,3543,2017-18,2017,2018,Brighton,Chelsea,Loss,Home,2018-01-20,0,1,2,2,5,2,5,8,9,-1,-3,-6,-4,1,21.0,1.0,20.0,6
3544,3544,2017-18,2017,2018,Brighton,Southampton,Draw,Away,2018-01-31,1,0,1,2,2,2,2,3,3,-2,-1,-1,-1,0,21.0,8.0,13.0,6
3545,3545,2017-18,2017,2018,Brighton,West Ham,Win,Home,2018-02-03,3,1,1,2,3,2,5,6,9,-1,-4,-4,-6,1,21.0,11.0,10.0,7
3546,3546,2017-18,2017,2018,Brighton,Stoke,Draw,Away,2018-02-10,1,4,4,4,5,1,4,4,4,3,0,0,1,0,21.0,13.0,8.0,7
3547,3547,2017-18,2017,2018,Brighton,Swansea,Win,Home,2018-02-24,3,4,5,5,5,4,7,10,11,0,-2,-5,-6,1,21.0,15.0,6.0,7
3548,3548,2017-18,2017,2018,Brighton,Arsenal,Win,Home,2018-03-04,3,4,7,8,8,0,3,3,6,4,4,5,2,1,21.0,5.0,16.0,8
3549,3549,2017-18,2017,2018,Brighton,Everton,Loss,Away,2018-03-10,0,6,7,10,11,0,3,3,6,6,4,7,5,0,21.0,7.0,14.0,8
3550,3550,2017-18,2017,2018,Brighton,Leicester,Loss,Home,2018-03-31,0,3,6,7,10,4,5,5,6,-1,1,2,4,1,21.0,12.0,9.0,8
3551,3551,2017-18,2017,2018,Brighton,Huddersfield,Draw,Home,2018-04-07,1,0,3,6,7,0,1,1,4,0,2,5,3,1,21.0,21.0,0.0,9
3552,3552,2017-18,2017,2018,Brighton,Crystal Palace,Loss,Away,2018-04-14,0,1,1,4,7,1,4,4,4,0,-3,0,3,0,21.0,14.0,7.0,9
3553,3553,2017-18,2017,2018,Brighton,Tottenham,Draw,Home,2018-04-17,1,1,1,1,4,3,6,9,12,-2,-5,-8,-8,1,21.0,2.0,19.0,9
3554,3554,2017-18,2017,2018,Brighton,Burnley,Draw,Away,2018-04-28,1,1,2,2,2,1,4,7,10,0,-2,-5,-8,0,21.0,16.0,5.0,9
3555,3555,2017-18,2017,2018,Brighton,Man United,Win,Home,2018-05-04,3,2,2,3,3,6,6,9,12,-4,-4,-6,-9,1,21.0,6.0,15.0,10
3556,3556,2017-18,2017,2018,Brighton,Man City,Loss,Away,2018-05-09,0,4,5,5,6,4,7,10,10,0,-2,-5,-4,0,21.0,3.0,18.0,10
3557,3557,2017-18,2017,2018,Brighton,Liverpool,Loss,Away,2018-05-13,0,3,4,5,5,1,2,5,6,2,2,0,-1,0,21.0,4.0,17.0,10
3558,3558,2009-10,2009,2010,Burnley,Stoke,Loss,Away,2009-08-15,0,0,0,0,0,3,6,6,6,-3,-6,-6,-6,0,21.0,12.0,9.0,1
3559,3559,2009-10,2009,2010,Burnley,Man United,Win,Home,2009-08-19,3,0,0,0,0,6,7,10,13,-6,-7,-10,-13,1,21.0,1.0,20.0,1
3560,3560,2009-10,2009,2010,Burnley,Everton,Win,Home,2009-08-23,3,3,3,3,3,3,6,7,10,0,-3,-4,-7,1,21.0,5.0,16.0,1
3561,3561,2009-10,2009,2010,Burnley,Chelsea,Loss,Away,2009-08-29,0,6,6,6,6,6,9,12,15,0,-3,-6,-9,0,21.0,3.0,18.0,1
3562,3562,2009-10,2009,2010,Burnley,Liverpool,Loss,Away,2009-09-12,0,3,6,6,6,3,6,6,9,0,0,0,-3,0,21.0,2.0,19.0,2
3563,3563,2009-10,2009,2010,Burnley,Sunderland,Win,Home,2009-09-19,3,0,3,6,6,3,6,6,9,-3,-3,0,-3,1,21.0,16.0,5.0,2
3564,3564,2009-10,2009,2010,Burnley,Tottenham,Loss,Away,2009-09-26,0,3,3,6,9,0,3,6,9,3,0,0,0,0,21.0,8.0,13.0,2
3565,3565,2009-10,2009,2010,Burnley,Birmingham,Win,Home,2009-10-03,3,3,3,3,6,3,3,3,4,0,0,0,2,1,21.0,21.0,0.0,3
3566,3566,2009-10,2009,2010,Burnley,Blackburn,Loss,Away,2009-10-18,0,3,6,6,6,3,3,6,7,0,3,0,-1,0,21.0,15.0,6.0,3
3567,3567,2009-10,2009,2010,Burnley,Wigan,Loss,Home,2009-10-24,0,3,3,6,6,1,4,4,7,2,-1,2,-1,1,21.0,11.0,10.0,3
3568,3568,2009-10,2009,2010,Burnley,Hull,Win,Home,2009-10-31,3,0,3,3,6,1,4,4,4,-1,-1,-1,2,1,21.0,17.0,4.0,3
3569,3569,2009-10,2009,2010,Burnley,Man City,Draw,Away,2009-11-07,1,3,3,6,6,2,3,4,7,1,0,2,-1,0,21.0,10.0,11.0,4
3570,3570,2009-10,2009,2010,Burnley,Aston Villa,Draw,Home,2009-11-21,1,4,4,4,7,3,4,5,8,1,0,-1,-1,1,21.0,6.0,15.0,4
3571,3571,2009-10,2009,2010,Burnley,West Ham,Loss,Away,2009-11-28,0,2,5,5,5,1,4,5,6,1,1,0,-1,0,21.0,9.0,12.0,4
3572,3572,2009-10,2009,2010,Burnley,Portsmouth,Loss,Away,2009-12-05,0,1,2,5,5,0,0,3,4,1,2,2,1,0,21.0,14.0,7.0,5
3573,3573,2009-10,2009,2010,Burnley,Fulham,Draw,Home,2009-12-12,1,0,1,2,5,4,7,7,8,-4,-6,-5,-3,1,21.0,7.0,14.0,5
3574,3574,2009-10,2009,2010,Burnley,Arsenal,Draw,Home,2009-12-16,1,1,1,2,3,6,6,6,9,-5,-5,-4,-6,1,21.0,4.0,17.0,5
3575,3575,2009-10,2009,2010,Burnley,Wolves,Loss,Away,2009-12-20,0,2,2,2,3,3,6,6,6,-1,-4,-4,-3,0,21.0,21.0,0.0,5
3576,3576,2009-10,2009,2010,Burnley,Bolton,Draw,Home,2009-12-26,1,1,2,2,2,4,4,5,5,-3,-2,-3,-3,1,21.0,13.0,8.0,5
3577,3577,2009-10,2009,2010,Burnley,Everton,Loss,Away,2009-12-28,0,1,2,3,3,2,3,4,4,-1,-1,-1,-1,0,21.0,5.0,16.0,5
3578,3578,2009-10,2009,2010,Burnley,Man United,Loss,Away,2010-01-16,0,1,1,2,3,4,7,7,10,-3,-6,-5,-7,0,21.0,1.0,20.0,6
3579,3579,2009-10,2009,2010,Burnley,Bolton,Loss,Away,2010-01-26,0,0,1,1,2,0,1,2,5,0,0,-1,-3,0,21.0,13.0,8.0,6
3580,3580,2009-10,2009,2010,Burnley,Chelsea,Loss,Home,2010-01-30,0,0,0,1,1,6,9,10,11,-6,-9,-9,-10,1,21.0,3.0,18.0,6
3581,3581,2009-10,2009,2010,Burnley,West Ham,Win,Home,2010-02-06,3,0,0,0,1,2,3,3,6,-2,-3,-3,-5,1,21.0,9.0,12.0,7
3582,3582,2009-10,2009,2010,Burnley,Fulham,Loss,Away,2010-02-09,0,3,3,3,3,4,4,4,4,-1,-1,-1,-1,0,21.0,7.0,14.0,7
3583,3583,2009-10,2009,2010,Burnley,Aston Villa,Loss,Away,2010-02-21,0,3,3,3,3,2,5,6,7,1,-2,-3,-4,0,21.0,6.0,15.0,7
3584,3584,2009-10,2009,2010,Burnley,Portsmouth,Loss,Home,2010-02-27,0,0,3,3,3,1,1,1,1,-1,2,2,2,1,21.0,14.0,7.0,7
3585,3585,2009-10,2009,2010,Burnley,Arsenal,Loss,Away,2010-03-06,0,0,0,3,3,6,9,9,9,-6,-9,-6,-6,0,21.0,4.0,17.0,8
3586,3586,2009-10,2009,2010,Burnley,Stoke,Draw,Home,2010-03-10,1,0,0,0,3,3,4,5,8,-3,-4,-5,-5,1,21.0,12.0,9.0,8
