,index,Season,seasonStart,seasonEnd,team,opposition,result,ho/Aw,date,teamPoints,team_form_2games,team_form_3games,team_form_4games,team_form_5games,opp_form_2games,opp_form_3games,opp_form_4games,opp_form_5games,diff_2_game_form,diff_3_game_form,diff_4_game_form,diff_5_game_form,ho/Aw_binary,py_T_Leag_Pos,py_O_Leag_Pos,leagueDifference,monthNumber
11112,11112,2012-13,2012,2013,Man United,Arsenal,Draw,Away,2013-04-28,1,4,7,7,10,4,7,10,13,0,0,-3,-3,0,2.0,3.0,-1.0,9
11113,11113,2012-13,2012,2013,Man United,Chelsea,Loss,Home,2013-05-05,0,4,5,8,8,4,7,10,10,0,-2,-2,-2,1,2.0,6.0,-4.0,10
11114,11114,2012-13,2012,2013,Man United,Swansea,Win,Home,2013-05-12,3,1,4,5,8,4,4,5,6,-3,0,0,2,1,2.0,11.0,-9.0,10
11115,11115,2012-13,2012,2013,Man United,West Brom,Draw,Away,2013-05-19,1,3,4,7,8,0,0,3,4,3,4,4,4,0,2.0,10.0,-8.0,10
11116,11116,2013-14,2013,2014,Man United,Swansea,Win,Away,2013-08-17,3,4,4,5,8,0,3,4,4,4,1,1,4,0,1.0,9.0,-8.0,1
11117,11117,2013-14,2013,2014,Man United,Chelsea,Draw,Home,2013-08-26,1,4,7,7,8,6,9,12,13,-2,-2,-5,-5,1,1.0,3.0,-2.0,1
11118,11118,2013-14,2013,2014,Man United,Liverpool,Loss,Away,2013-09-01,0,4,5,8,8,6,9,12,13,-2,-4,-4,-5,0,1.0,7.0,-6.0,2
11119,11119,2013-14,2013,2014,Man United,Crystal Palace,Win,Home,2013-09-14,3,1,4,5,8,3,3,4,5,-2,1,1,3,1,1.0,21.0,-20.0,2
11120,11120,2013-14,2013,2014,Man United,Man City,Loss,Away,2013-09-22,0,3,4,7,8,4,4,7,7,-1,0,0,1,0,1.0,2.0,-1.0,2
11121,11121,2013-14,2013,2014,Man United,West Brom,Loss,Home,2013-09-28,0,3,3,4,7,4,4,5,5,-1,-1,-1,2,1,1.0,8.0,-7.0,2
11122,11122,2013-14,2013,2014,Man United,Sunderland,Win,Away,2013-10-05,3,0,3,3,4,0,0,0,1,0,3,3,3,0,1.0,17.0,-16.0,3
11123,11123,2013-14,2013,2014,Man United,Southampton,Draw,Home,2013-10-19,1,3,3,6,6,6,9,10,10,-3,-6,-4,-4,1,1.0,14.0,-13.0,3
11124,11124,2013-14,2013,2014,Man United,Stoke,Win,Home,2013-10-26,3,4,4,4,7,1,1,1,2,3,3,3,5,1,1.0,13.0,-12.0,3
11125,11125,2013-14,2013,2014,Man United,Fulham,Win,Away,2013-11-02,3,4,7,7,7,3,6,6,6,1,1,1,1,0,1.0,12.0,-11.0,4
11126,11126,2013-14,2013,2014,Man United,Arsenal,Win,Home,2013-11-10,3,6,7,10,10,6,9,10,13,0,-2,0,-3,1,1.0,4.0,-3.0,4
11127,11127,2013-14,2013,2014,Man United,Cardiff,Draw,Away,2013-11-24,1,6,9,10,13,3,4,4,4,3,5,6,9,0,1.0,21.0,-20.0,4
11128,11128,2013-14,2013,2014,Man United,Tottenham,Draw,Away,2013-12-01,1,4,7,10,11,0,1,4,7,4,6,6,4,0,1.0,5.0,-4.0,5
11129,11129,2013-14,2013,2014,Man United,Everton,Loss,Home,2013-12-04,0,2,5,8,11,4,5,6,9,-2,0,2,2,1,1.0,6.0,-5.0,5
11130,11130,2013-14,2013,2014,Man United,Newcastle,Loss,Home,2013-12-07,0,1,2,5,8,3,6,9,12,-2,-4,-4,-4,1,1.0,16.0,-15.0,5
11131,11131,2013-14,2013,2014,Man United,Aston Villa,Win,Away,2013-12-15,3,0,1,2,5,3,4,5,8,-3,-3,-3,-3,0,1.0,15.0,-14.0,5
11132,11132,2013-14,2013,2014,Man United,West Ham,Win,Home,2013-12-21,3,3,3,4,5,1,1,4,4,2,2,0,1,1,1.0,10.0,-9.0,5
11133,11133,2013-14,2013,2014,Man United,Hull,Win,Away,2013-12-26,3,6,6,6,7,2,3,3,6,4,3,3,1,0,1.0,21.0,-20.0,5
11134,11134,2013-14,2013,2014,Man United,Norwich,Win,Away,2013-12-28,3,6,9,9,9,1,2,5,5,5,7,4,4,0,1.0,11.0,-10.0,5
11135,11135,2013-14,2013,2014,Man United,Tottenham,Loss,Home,2014-01-01,0,6,9,12,12,4,7,7,10,2,2,5,2,1,1.0,5.0,-4.0,6
11136,11136,2013-14,2013,2014,Man United,Swansea,Win,Home,2014-01-11,3,3,6,9,12,1,1,1,2,2,5,8,10,1,1.0,9.0,-8.0,6
11137,11137,2013-14,2013,2014,Man United,Chelsea,Loss,Away,2014-01-19,0,3,6,9,12,6,9,12,13,-3,-3,-3,-1,0,1.0,3.0,-2.0,6
11138,11138,2013-14,2013,2014,Man United,Cardiff,Win,Home,2014-01-28,3,3,3,6,9,0,0,1,1,3,3,5,8,1,1.0,21.0,-20.0,6
11139,11139,2013-14,2013,2014,Man United,Stoke,Loss,Away,2014-02-01,0,3,6,6,9,0,0,1,1,3,6,5,8,0,1.0,13.0,-12.0,7
11140,11140,2013-14,2013,2014,Man United,Fulham,Draw,Home,2014-02-09,1,3,3,6,6,0,0,0,3,3,3,6,3,1,1.0,12.0,-11.0,7
11141,11141,2013-14,2013,2014,Man United,Arsenal,Draw,Away,2014-02-12,1,1,4,4,7,3,4,7,10,-2,0,-3,-3,0,1.0,4.0,-3.0,7
11142,11142,2013-14,2013,2014,Man United,Crystal Palace,Win,Away,2014-02-22,3,2,2,5,5,3,6,9,9,-1,-4,-4,-4,0,1.0,21.0,-20.0,7
11143,11143,2013-14,2013,2014,Man United,West Brom,Win,Away,2014-03-08,3,4,5,5,8,2,2,3,3,2,3,2,5,0,1.0,8.0,-7.0,8
11144,11144,2013-14,2013,2014,Man United,Liverpool,Loss,Home,2014-03-16,0,6,7,8,8,6,9,12,13,0,-2,-4,-5,1,1.0,7.0,-6.0,8
11145,11145,2013-14,2013,2014,Man United,West Ham,Win,Away,2014-03-22,3,3,6,7,8,0,3,6,9,3,3,1,-1,0,1.0,10.0,-9.0,8
11146,11146,2013-14,2013,2014,Man United,Man City,Loss,Home,2014-03-25,0,3,6,9,10,6,9,10,10,-3,-3,-1,0,1,1.0,2.0,-1.0,8
11147,11147,2013-14,2013,2014,Man United,Aston Villa,Win,Home,2014-03-29,3,3,3,6,9,3,6,6,7,0,-3,0,2,1,1.0,15.0,-14.0,8
11148,11148,2013-14,2013,2014,Man United,Newcastle,Win,Away,2014-04-05,3,3,6,6,9,0,3,3,6,3,3,3,3,0,1.0,16.0,-15.0,9
11149,11149,2013-14,2013,2014,Man United,Everton,Loss,Away,2014-04-20,0,6,6,9,9,3,6,9,12,3,0,0,-3,0,1.0,6.0,-5.0,9
11150,11150,2013-14,2013,2014,Man United,Norwich,Win,Home,2014-04-26,3,3,6,6,9,0,0,0,3,3,6,6,6,1,1.0,11.0,-10.0,9
11151,11151,2013-14,2013,2014,Man United,Sunderland,Loss,Home,2014-05-03,0,3,6,9,9,6,7,7,7,-3,-1,2,2,1,1.0,17.0,-16.0,10
11152,11152,2013-14,2013,2014,Man United,Hull,Win,Home,2014-05-06,3,3,3,6,9,1,1,4,4,2,2,2,5,1,1.0,21.0,-20.0,10
11153,11153,2013-14,2013,2014,Man United,Southampton,Draw,Away,2014-05-11,1,3,6,6,9,6,7,7,7,-3,-1,-1,2,0,1.0,14.0,-13.0,10
11154,11154,2014-15,2014,2015,Man United,Swansea,Loss,Home,2014-08-16,0,4,4,7,7,3,6,9,9,1,-2,-2,-2,1,7.0,12.0,-5.0,1
11155,11155,2014-15,2014,2015,Man United,Sunderland,Draw,Away,2014-08-24,1,1,4,4,7,1,4,7,10,0,0,-3,-3,0,7.0,14.0,-7.0,1
11156,11156,2014-15,2014,2015,Man United,Burnley,Draw,Away,2014-08-30,1,1,2,5,5,0,3,3,3,1,-1,2,2,0,7.0,21.0,-14.0,1
11157,11157,2014-15,2014,2015,Man United,QPR,Win,Home,2014-09-14,3,2,2,3,6,3,3,3,3,-1,-1,0,3,1,7.0,21.0,-14.0,2
11158,11158,2014-15,2014,2015,Man United,Leicester,Loss,Away,2014-09-21,0,4,5,5,6,4,4,5,5,0,1,0,1,0,7.0,21.0,-14.0,2
11159,11159,2014-15,2014,2015,Man United,West Ham,Win,Home,2014-09-27,3,3,4,5,5,4,4,7,7,-1,0,-2,-2,1,7.0,13.0,-6.0,2
11160,11160,2014-15,2014,2015,Man United,Everton,Win,Home,2014-10-05,3,3,6,7,8,1,4,4,5,2,2,3,3,1,7.0,5.0,2.0,3
11161,11161,2014-15,2014,2015,Man United,West Brom,Draw,Away,2014-10-20,1,6,6,9,10,3,6,6,6,3,0,3,4,0,7.0,17.0,-10.0,3
11162,11162,2014-15,2014,2015,Man United,Chelsea,Draw,Home,2014-10-26,1,4,7,7,10,6,9,10,13,-2,-2,-3,-3,1,7.0,3.0,4.0,3
11163,11163,2014-15,2014,2015,Man United,Man City,Loss,Away,2014-11-02,0,2,5,8,8,3,6,9,10,-1,-1,-1,-2,0,7.0,1.0,6.0,4
11164,11164,2014-15,2014,2015,Man United,Crystal Palace,Win,Home,2014-11-08,3,1,2,5,8,1,1,1,4,0,1,4,4,1,7.0,11.0,-4.0,4
11165,11165,2014-15,2014,2015,Man United,Arsenal,Win,Away,2014-11-22,3,3,4,5,8,3,6,7,7,0,-2,-2,1,0,7.0,4.0,3.0,4
11166,11166,2014-15,2014,2015,Man United,Hull,Win,Home,2014-11-29,3,6,6,7,8,0,0,1,2,6,6,6,6,1,7.0,16.0,-9.0,4
11167,11167,2014-15,2014,2015,Man United,Stoke,Win,Home,2014-12-02,3,6,9,9,10,0,3,4,4,6,6,5,6,1,7.0,9.0,-2.0,5
11168,11168,2014-15,2014,2015,Man United,Southampton,Win,Away,2014-12-08,3,6,9,12,12,0,1,4,7,6,8,8,5,0,7.0,8.0,-1.0,5
11169,11169,2014-15,2014,2015,Man United,Liverpool,Win,Home,2014-12-14,3,6,9,12,15,4,7,7,7,2,2,5,8,1,7.0,2.0,5.0,5
11170,11170,2014-15,2014,2015,Man United,Aston Villa,Draw,Away,2014-12-20,1,6,9,12,15,3,6,7,8,3,3,5,7,0,7.0,15.0,-8.0,5
11171,11171,2014-15,2014,2015,Man United,Newcastle,Win,Home,2014-12-26,3,4,7,10,13,0,3,4,4,4,4,6,9,1,7.0,10.0,-3.0,5
11172,11172,2014-15,2014,2015,Man United,Tottenham,Draw,Away,2014-12-28,1,4,7,10,13,6,9,10,10,-2,-2,0,3,0,7.0,6.0,1.0,5
11173,11173,2014-15,2014,2015,Man United,Stoke,Draw,Away,2015-01-01,1,4,5,8,11,6,6,7,10,-2,-1,1,1,0,7.0,9.0,-2.0,6
11174,11174,2014-15,2014,2015,Man United,Southampton,Loss,Home,2015-01-11,0,2,5,6,9,4,7,10,10,-2,-2,-4,-1,1,7.0,8.0,-1.0,6
11175,11175,2014-15,2014,2015,Man United,QPR,Win,Away,2015-01-17,3,1,2,5,6,1,2,2,5,0,0,3,1,0,7.0,21.0,-14.0,6
11176,11176,2014-15,2014,2015,Man United,Leicester,Win,Home,2015-01-31,3,3,4,5,8,3,4,7,7,0,0,-2,1,1,7.0,21.0,-14.0,6
11177,11177,2014-15,2014,2015,Man United,West Ham,Draw,Away,2015-02-08,1,6,6,7,8,3,4,5,5,3,2,2,3,0,7.0,13.0,-6.0,7
11178,11178,2014-15,2014,2015,Man United,Burnley,Win,Home,2015-02-11,3,4,7,7,8,1,1,4,5,3,6,3,3,1,7.0,21.0,-14.0,7
11179,11179,2014-15,2014,2015,Man United,Swansea,Loss,Away,2015-02-21,0,4,7,10,10,1,4,4,5,3,3,6,5,0,7.0,12.0,-5.0,7
11180,11180,2014-15,2014,2015,Man United,Sunderland,Win,Home,2015-02-28,3,3,4,7,10,1,2,5,5,2,2,2,5,1,7.0,14.0,-7.0,7
11181,11181,2014-15,2014,2015,Man United,Newcastle,Win,Away,2015-03-04,3,3,6,7,10,3,4,5,8,0,2,2,2,0,7.0,10.0,-3.0,8
11182,11182,2014-15,2014,2015,Man United,Tottenham,Win,Home,2015-03-15,3,6,6,9,10,6,7,7,10,0,-1,2,0,1,7.0,6.0,1.0,8
11183,11183,2014-15,2014,2015,Man United,Liverpool,Win,Away,2015-03-22,3,6,9,9,12,6,9,12,15,0,0,-3,-3,0,7.0,2.0,5.0,8
11184,11184,2014-15,2014,2015,Man United,Aston Villa,Win,Home,2015-04-04,3,6,9,12,12,3,6,6,6,3,3,6,6,1,7.0,15.0,-8.0,9
11185,11185,2014-15,2014,2015,Man United,Man City,Win,Home,2015-04-12,3,6,9,12,15,3,3,6,6,3,6,6,9,1,7.0,1.0,6.0,9
11186,11186,2014-15,2014,2015,Man United,Chelsea,Loss,Away,2015-04-18,0,6,9,12,15,6,9,10,13,0,0,2,2,0,7.0,3.0,4.0,9
11187,11187,2014-15,2014,2015,Man United,Everton,Loss,Away,2015-04-26,0,3,6,9,12,4,7,10,13,-1,-1,-1,-1,0,7.0,5.0,2.0,9
11188,11188,2014-15,2014,2015,Man United,West Brom,Loss,Home,2015-05-02,0,0,3,6,9,4,4,4,4,-4,-1,2,5,1,7.0,17.0,-10.0,10
11189,11189,2014-15,2014,2015,Man United,Crystal Palace,Win,Away,2015-05-09,3,0,0,3,6,0,0,3,6,0,0,0,0,0,7.0,11.0,-4.0,10
11190,11190,2014-15,2014,2015,Man United,Arsenal,Draw,Home,2015-05-17,1,3,3,3,6,3,4,7,10,0,-1,-4,-4,1,7.0,4.0,3.0,10
11191,11191,2014-15,2014,2015,Man United,Hull,Draw,Away,2015-05-24,1,4,4,4,4,0,0,3,6,4,4,1,-2,0,7.0,16.0,-9.0,10
11192,11192,2015-16,2015,2016,Man United,Tottenham,Win,Home,2015-08-08,3,2,5,5,5,6,6,6,7,-4,-1,-1,-2,1,4.0,5.0,-1.0,1
11193,11193,2015-16,2015,2016,Man United,Aston Villa,Win,Away,2015-08-14,3,4,5,8,8,3,3,6,9,1,2,2,-1,0,4.0,17.0,-13.0,1
11194,11194,2015-16,2015,2016,Man United,Newcastle,Draw,Home,2015-08-22,1,6,7,8,11,1,4,4,5,5,3,4,6,1,4.0,15.0,-11.0,1
11195,11195,2015-16,2015,2016,Man United,Swansea,Loss,Away,2015-08-30,0,4,7,8,9,4,5,5,5,0,2,3,4,0,4.0,8.0,-4.0,1
11196,11196,2015-16,2015,2016,Man United,Liverpool,Win,Home,2015-09-12,3,1,4,7,8,1,4,7,7,0,0,0,1,1,4.0,6.0,-2.0,2
11197,11197,2015-16,2015,2016,Man United,Southampton,Win,Away,2015-09-20,3,3,4,7,10,4,5,5,6,-1,-1,2,4,0,4.0,7.0,-3.0,2
11198,11198,2015-16,2015,2016,Man United,Sunderland,Win,Home,2015-09-26,3,6,6,7,10,0,1,2,2,6,5,5,8,1,4.0,16.0,-12.0,2
11199,11199,2015-16,2015,2016,Man United,Arsenal,Loss,Away,2015-10-04,0,6,9,9,10,3,6,9,10,3,3,0,0,0,4.0,3.0,1.0,3
11200,11200,2015-16,2015,2016,Man United,Everton,Win,Away,2015-10-17,3,3,6,9,9,4,5,8,9,-1,1,1,0,0,4.0,11.0,-7.0,3
11201,11201,2015-16,2015,2016,Man United,Man City,Draw,Home,2015-10-25,1,3,6,9,12,6,6,6,9,-3,0,3,3,1,4.0,2.0,2.0,3
11202,11202,2015-16,2015,2016,Man United,Crystal Palace,Draw,Away,2015-10-31,1,4,4,7,10,0,3,6,6,4,1,1,4,0,4.0,10.0,-6.0,3
11203,11203,2015-16,2015,2016,Man United,West Brom,Win,Home,2015-11-07,3,2,5,5,8,3,6,6,6,-1,-1,-1,2,1,4.0,13.0,-9.0,4
11204,11204,2015-16,2015,2016,Man United,Watford,Win,Away,2015-11-21,3,4,5,8,8,3,6,6,7,1,-1,2,1,0,4.0,21.0,-17.0,4
11205,11205,2015-16,2015,2016,Man United,Leicester,Draw,Away,2015-11-28,1,6,7,8,11,6,9,12,13,0,-2,-4,-2,0,4.0,14.0,-10.0,4
11206,11206,2015-16,2015,2016,Man United,West Ham,Draw,Home,2015-12-05,1,4,7,8,9,1,2,2,5,3,5,6,4,1,4.0,12.0,-8.0,5
11207,11207,2015-16,2015,2016,Man United,Bournemouth,Loss,Away,2015-12-12,0,2,5,8,9,4,5,5,5,-2,0,3,4,0,4.0,21.0,-17.0,5
11208,11208,2015-16,2015,2016,Man United,Norwich,Loss,Home,2015-12-19,0,1,2,5,8,1,2,2,5,0,0,3,3,1,4.0,21.0,-17.0,5
11209,11209,2015-16,2015,2016,Man United,Stoke,Loss,Away,2015-12-26,0,0,1,2,5,1,4,4,7,-1,-3,-2,-2,0,4.0,9.0,-5.0,5
11210,11210,2015-16,2015,2016,Man United,Chelsea,Draw,Home,2015-12-28,1,0,0,1,2,4,4,4,5,-4,-4,-3,-3,1,4.0,1.0,3.0,5
11211,11211,2015-16,2015,2016,Man United,Swansea,Win,Home,2016-01-02,3,1,1,1,2,4,5,5,5,-3,-4,-4,-3,1,4.0,8.0,-4.0,6
11212,11212,2015-16,2015,2016,Man United,Newcastle,Draw,Away,2016-01-12,1,4,4,4,4,0,0,1,4,4,4,3,0,0,4.0,15.0,-11.0,6
11213,11213,2015-16,2015,2016,Man United,Liverpool,Win,Away,2016-01-17,3,4,5,5,5,1,4,7,7,3,1,-2,-2,0,4.0,6.0,-2.0,6
11214,11214,2015-16,2015,2016,Man United,Southampton,Loss,Home,2016-01-23,0,4,7,8,8,6,6,6,9,-2,1,2,-1,1,4.0,7.0,-3.0,6
11215,11215,2015-16,2015,2016,Man United,Stoke,Win,Home,2016-02-02,3,3,4,7,8,1,4,4,7,2,0,3,1,1,4.0,9.0,-5.0,7
11216,11216,2015-16,2015,2016,Man United,Chelsea,Draw,Away,2016-02-07,1,3,6,7,10,4,5,6,9,-1,1,1,1,0,4.0,1.0,3.0,7
11217,11217,2015-16,2015,2016,Man United,Sunderland,Loss,Away,2016-02-13,0,4,4,7,8,1,2,2,5,3,2,5,3,0,4.0,16.0,-12.0,7
11218,11218,2015-16,2015,2016,Man United,Arsenal,Win,Home,2016-02-28,3,1,4,4,7,6,7,7,8,-5,-3,-3,-1,1,4.0,3.0,1.0,7
11219,11219,2015-16,2015,2016,Man United,Watford,Win,Home,2016-03-02,3,3,4,7,7,4,4,5,8,-1,0,2,-1,1,4.0,21.0,-17.0,8
11220,11220,2015-16,2015,2016,Man United,West Brom,Loss,Away,2016-03-06,0,6,6,7,10,4,7,7,8,2,-1,0,2,0,4.0,13.0,-9.0,8
11221,11221,2015-16,2015,2016,Man United,Man City,Win,Away,2016-03-20,3,3,6,6,7,4,4,4,4,-1,2,2,3,0,4.0,2.0,2.0,8
11222,11222,2015-16,2015,2016,Man United,Everton,Win,Home,2016-04-03,3,3,6,9,9,0,3,3,6,3,3,6,3,1,4.0,11.0,-7.0,9
11223,11223,2015-16,2015,2016,Man United,Tottenham,Loss,Away,2016-04-10,0,6,6,9,12,4,7,8,8,2,-1,1,4,0,4.0,5.0,-1.0,9
11224,11224,2015-16,2015,2016,Man United,Aston Villa,Win,Home,2016-04-16,3,3,6,6,9,0,0,0,0,3,6,6,9,1,4.0,17.0,-13.0,9
11225,11225,2015-16,2015,2016,Man United,Crystal Palace,Win,Home,2016-04-20,3,3,6,9,9,2,5,6,6,1,1,3,3,1,4.0,10.0,-6.0,9
11226,11226,2015-16,2015,2016,Man United,Leicester,Draw,Home,2016-05-01,1,6,6,9,12,4,7,10,13,2,-1,-1,-1,1,4.0,14.0,-10.0,10
11227,11227,2015-16,2015,2016,Man United,Norwich,Win,Away,2016-05-07,3,4,7,7,10,0,0,3,6,4,7,4,4,0,4.0,21.0,-17.0,10
11228,11228,2015-16,2015,2016,Man United,West Ham,Loss,Away,2016-05-10,0,4,7,10,10,3,6,7,8,1,1,3,2,0,4.0,12.0,-8.0,10
11229,11229,2015-16,2015,2016,Man United,Bournemouth,Win,Home,2016-05-17,3,3,4,7,10,1,1,1,4,2,3,6,6,1,4.0,21.0,-17.0,10
11230,11230,2016-17,2016,2017,Man United,Bournemouth,Win,Away,2016-08-14,3,3,6,7,10,1,1,1,1,2,5,6,9,0,5.0,16.0,-11.0,1
11231,11231,2016-17,2016,2017,Man United,Southampton,Win,Home,2016-08-19,3,6,6,9,10,4,7,10,13,2,-1,-1,-3,1,5.0,6.0,-1.0,1
11232,11232,2016-17,2016,2017,Man United,Hull,Win,Away,2016-08-27,3,6,9,9,12,6,7,7,7,0,2,2,5,0,5.0,21.0,-16.0,1
11233,11233,2016-17,2016,2017,Man United,Man City,Loss,Home,2016-09-10,0,6,9,12,12,6,9,10,11,0,0,2,1,1,5.0,4.0,1.0,2
11234,11234,2016-17,2016,2017,Man United,Watford,Loss,Away,2016-09-18,0,3,6,9,12,3,3,4,5,0,3,5,7,0,5.0,13.0,-8.0,2
11235,11235,2016-17,2016,2017,Man United,Leicester,Win,Home,2016-09-24,3,0,3,6,9,3,6,7,7,-3,-3,-1,2,1,5.0,1.0,4.0,2
11236,11236,2016-17,2016,2017,Man United,Stoke,Draw,Home,2016-10-02,1,3,3,6,9,1,1,1,1,2,2,5,8,1,5.0,9.0,-4.0,3
11237,11237,2016-17,2016,2017,Man United,Liverpool,Draw,Away,2016-10-17,1,4,4,4,7,6,9,12,13,-2,-5,-8,-6,0,5.0,8.0,-3.0,3
11238,11238,2016-17,2016,2017,Man United,Chelsea,Loss,Away,2016-10-23,0,2,5,5,5,6,6,6,7,-4,-1,-1,-2,0,5.0,10.0,-5.0,3
11239,11239,2016-17,2016,2017,Man United,Burnley,Draw,Home,2016-10-29,1,1,2,5,5,3,3,6,6,-2,-1,-1,-1,1,5.0,21.0,-16.0,3
11240,11240,2016-17,2016,2017,Man United,Swansea,Win,Away,2016-11-06,3,1,2,3,6,1,1,1,1,0,1,2,5,0,5.0,12.0,-7.0,4
11241,11241,2016-17,2016,2017,Man United,Arsenal,Draw,Home,2016-11-19,1,4,4,5,6,4,5,8,11,0,-1,-3,-5,1,5.0,2.0,3.0,4
11242,11242,2016-17,2016,2017,Man United,West Ham,Draw,Home,2016-11-27,1,4,5,5,6,1,1,4,7,3,4,1,-1,1,5.0,7.0,-2.0,4
11243,11243,2016-17,2016,2017,Man United,Everton,Draw,Away,2016-12-04,1,2,5,6,6,1,1,4,4,1,4,2,2,0,5.0,11.0,-6.0,5
11244,11244,2016-17,2016,2017,Man United,Tottenham,Win,Home,2016-12-11,3,2,3,6,7,3,6,7,8,-1,-3,-1,-1,1,5.0,3.0,2.0,5
11245,11245,2016-17,2016,2017,Man United,Crystal Palace,Win,Away,2016-12-14,3,4,5,6,9,4,4,4,4,0,1,2,5,0,5.0,15.0,-10.0,5
11246,11246,2016-17,2016,2017,Man United,West Brom,Win,Away,2016-12-17,3,6,7,8,9,3,6,7,10,3,1,1,-1,0,5.0,14.0,-9.0,5
11247,11247,2016-17,2016,2017,Man United,Sunderland,Win,Home,2016-12-26,3,6,9,10,11,3,3,6,6,3,6,4,5,1,5.0,17.0,-12.0,5
11248,11248,2016-17,2016,2017,Man United,Middlesbrough,Win,Home,2016-12-31,3,6,9,12,13,3,3,3,6,3,6,9,7,1,5.0,21.0,-16.0,5
11249,11249,2016-17,2016,2017,Man United,West Ham,Win,Away,2017-01-02,3,6,9,12,15,3,6,9,10,3,3,3,5,0,5.0,7.0,-2.0,6
11250,11250,2016-17,2016,2017,Man United,Liverpool,Draw,Home,2017-01-15,1,6,9,12,15,4,7,10,13,2,2,2,2,1,5.0,8.0,-3.0,6
11251,11251,2016-17,2016,2017,Man United,Stoke,Draw,Away,2017-01-21,1,4,7,10,13,6,6,6,7,-2,1,4,6,0,5.0,9.0,-4.0,6
11252,11252,2016-17,2016,2017,Man United,Hull,Draw,Home,2017-02-01,1,2,5,8,11,3,3,4,4,-1,2,4,7,1,5.0,21.0,-16.0,7
11253,11253,2016-17,2016,2017,Man United,Leicester,Win,Away,2017-02-05,3,2,3,6,9,0,0,1,4,2,3,5,5,0,5.0,1.0,4.0,7
11254,11254,2016-17,2016,2017,Man United,Watford,Win,Home,2017-02-11,3,4,5,6,9,6,7,8,8,-2,-2,-2,1,1,5.0,13.0,-8.0,7
11255,11255,2016-17,2016,2017,Man United,Bournemouth,Draw,Home,2017-03-04,1,6,7,8,9,0,0,0,1,6,7,8,8,1,5.0,16.0,-11.0,8
11256,11256,2016-17,2016,2017,Man United,Middlesbrough,Win,Away,2017-03-19,3,4,7,8,9,0,1,1,2,4,6,7,7,0,5.0,21.0,-16.0,8
11257,11257,2016-17,2016,2017,Man United,West Brom,Draw,Home,2017-04-01,1,4,7,10,11,3,3,6,7,1,4,4,4,1,5.0,14.0,-9.0,9
11258,11258,2016-17,2016,2017,Man United,Everton,Draw,Home,2017-04-04,1,4,5,8,11,3,6,6,9,1,-1,2,2,1,5.0,11.0,-6.0,9
11259,11259,2016-17,2016,2017,Man United,Sunderland,Win,Away,2017-04-09,3,2,5,6,9,0,1,1,1,2,4,5,8,0,5.0,17.0,-12.0,9
11260,11260,2016-17,2016,2017,Man United,Chelsea,Win,Home,2017-04-16,3,4,5,8,9,6,6,9,12,-2,-1,-1,-3,1,5.0,10.0,-5.0,9
11261,11261,2016-17,2016,2017,Man United,Burnley,Win,Away,2017-04-23,3,6,7,8,11,1,4,4,5,5,3,4,6,0,5.0,21.0,-16.0,9
11262,11262,2016-17,2016,2017,Man United,Man City,Draw,Away,2017-04-27,1,6,9,10,11,6,6,7,8,0,3,3,3,0,5.0,4.0,1.0,9
11263,11263,2016-17,2016,2017,Man United,Swansea,Draw,Home,2017-04-30,1,4,7,10,11,3,3,3,4,1,4,7,7,1,5.0,12.0,-7.0,9
11264,11264,2016-17,2016,2017,Man United,Arsenal,Loss,Away,2017-05-07,0,2,5,8,11,3,6,6,9,-1,-1,2,2,0,5.0,2.0,3.0,10
11265,11265,2016-17,2016,2017,Man United,Tottenham,Loss,Away,2017-05-14,0,1,2,5,8,3,6,9,12,-2,-4,-4,-4,0,5.0,3.0,2.0,10
11266,11266,2016-17,2016,2017,Man United,Southampton,Draw,Away,2017-05-17,1,0,1,2,5,3,4,5,5,-3,-3,-3,0,0,5.0,6.0,-1.0,10
11267,11267,2016-17,2016,2017,Man United,Crystal Palace,Win,Home,2017-05-21,3,1,1,2,3,3,3,3,6,-2,-2,-1,-3,1,5.0,15.0,-10.0,10
11268,11268,2017-18,2017,2018,Man United,West Ham,Win,Home,2017-08-13,3,4,4,4,5,3,6,7,8,1,-2,-3,-3,1,6.0,11.0,-5.0,1
11269,11269,2017-18,2017,2018,Man United,Swansea,Win,Away,2017-08-19,3,6,7,7,7,4,7,10,11,2,0,-3,-4,0,6.0,15.0,-9.0,1
11270,11270,2017-18,2017,2018,Man United,Leicester,Win,Home,2017-08-26,3,6,9,10,10,3,4,4,4,3,5,6,6,1,6.0,12.0,-6.0,1
11271,11271,2017-18,2017,2018,Man United,Stoke,Draw,Away,2017-09-09,1,6,9,12,13,4,4,7,7,2,5,5,6,0,6.0,13.0,-7.0,2
11272,11272,2017-18,2017,2018,Man United,Everton,Win,Home,2017-09-17,3,4,7,10,13,0,1,4,4,4,6,6,9,1,6.0,7.0,-1.0,2
11273,11273,2017-18,2017,2018,Man United,Southampton,Win,Away,2017-09-23,3,4,7,10,13,3,4,7,8,1,3,3,5,0,6.0,8.0,-2.0,2
11274,11274,2017-18,2017,2018,Man United,Crystal Palace,Win,Home,2017-09-30,3,6,7,10,13,0,0,0,0,6,7,10,13,1,6.0,14.0,-8.0,2
11275,11275,2017-18,2017,2018,Man United,Liverpool,Draw,Away,2017-10-14,1,6,9,10,13,4,5,5,8,2,4,5,5,0,6.0,4.0,2.0,3
